0.000000e+00, 0.000000e+00, 2.000000e-11, 3.900000e-10, 3.400000e-10, 1.700000e-10, 3.600000e-10, -2.100000e-10, -2.000000e-11, -4.000000e-10, -3.500000e-10, -1.600000e-10, -3.100000e-10, 2.100000e-10, 
-5.600712e-13, -4.485698e-13, 2.102604e-11, 3.881812e-10, 3.385911e-10, 1.688099e-10, 3.617353e-10, -2.092045e-10, -1.839276e-11, -3.981330e-10, -3.507700e-10, -1.580489e-10, -3.116293e-10, 2.088450e-10, 
-1.038572e-12, -9.915291e-13, 2.209167e-11, 3.863305e-10, 3.371763e-10, 1.676482e-10, 3.633414e-10, -2.084254e-10, -1.677219e-11, -3.961354e-10, -3.514829e-10, -1.562204e-10, -3.132990e-10, 2.078057e-10, 
-1.441378e-12, -1.626226e-12, 2.317695e-11, 3.844513e-10, 3.357699e-10, 1.665222e-10, 3.648189e-10, -2.076739e-10, -1.513988e-11, -3.940124e-10, -3.521441e-10, -1.545476e-10, -3.149908e-10, 2.069168e-10, 
-1.776160e-12, -2.348116e-12, 2.426178e-11, 3.825490e-10, 3.343880e-10, 1.654387e-10, 3.661687e-10, -2.069617e-10, -1.349715e-11, -3.917708e-10, -3.527587e-10, -1.530652e-10, -3.166861e-10, 2.062127e-10, 
-2.052144e-12, -3.150493e-12, 2.532584e-11, 3.806309e-10, 3.330482e-10, 1.644041e-10, 3.673918e-10, -2.063006e-10, -1.184510e-11, -3.894196e-10, -3.533319e-10, -1.518069e-10, -3.183675e-10, 2.057247e-10, 
-2.279802e-12, -4.024128e-12, 2.634860e-11, 3.787063e-10, 3.317697e-10, 1.634236e-10, 3.684896e-10, -2.057027e-10, -1.018471e-11, -3.869709e-10, -3.538679e-10, -1.508036e-10, -3.200189e-10, 2.054789e-10, 
-2.470492e-12, -4.956792e-12, 2.730925e-11, 3.767862e-10, 3.305726e-10, 1.625015e-10, 3.694635e-10, -2.051794e-10, -8.516856e-12, -3.844398e-10, -3.543702e-10, -1.500802e-10, -3.216255e-10, 2.054940e-10, 
-2.636049e-12, -5.932674e-12, 2.818680e-11, 3.748831e-10, 3.294782e-10, 1.616403e-10, 3.703152e-10, -2.047421e-10, -6.842347e-12, -3.818458e-10, -3.548409e-10, -1.496538e-10, -3.231749e-10, 2.057790e-10, 
-2.788364e-12, -6.931707e-12, 2.896023e-11, 3.730113e-10, 3.285076e-10, 1.608414e-10, 3.710466e-10, -2.044009e-10, -5.161945e-12, -3.792130e-10, -3.552807e-10, -1.495314e-10, -3.246567e-10, 2.063324e-10, 
