0.000000e+00, 0.000000, 0.000000
1.000000e-15, -0.000000, -0.008734
2.000000e-15, -0.000001, -0.017933
3.000000e-15, -0.000001, -0.027599
4.000000e-15, -0.000001, -0.037735
5.000000e-15, -0.000001, -0.048340
6.000000e-15, -0.000001, -0.059417
7.000000e-15, -0.000001, -0.070966
8.000000e-15, -0.000002, -0.082990
9.000000e-15, -0.000002, -0.095488
1.000000e-14, -0.000002, -0.108462
1.100000e-14, -0.000002, -0.121912
1.200000e-14, -0.000002, -0.135840
1.300000e-14, -0.000002, -0.150245
1.400000e-14, -0.000002, -0.165128
1.500000e-14, -0.000002, -0.180490
1.600000e-14, -0.000002, -0.196330
1.700000e-14, -0.000002, -0.212648
1.800000e-14, -0.000002, -0.229446
1.900000e-14, -0.000001, -0.246721
2.000000e-14, -0.000001, -0.264475
2.100000e-14, -0.000001, -0.282706
2.200000e-14, -0.000001, -0.301414
2.300000e-14, -0.000001, -0.320598
2.400000e-14, -0.000000, -0.340258
2.500000e-14, -0.000000, -0.360392
2.600000e-14, 0.000000, -0.381000
2.700000e-14, 0.000001, -0.402079
2.800000e-14, 0.000001, -0.423629
2.900000e-14, 0.000001, -0.445648
3.000000e-14, 0.000002, -0.468135
3.100000e-14, 0.000002, -0.491088
3.200000e-14, 0.000003, -0.514504
3.300000e-14, 0.000003, -0.538382
3.400000e-14, 0.000004, -0.562719
3.500000e-14, 0.000004, -0.587514
3.600000e-14, 0.000005, -0.612763
3.700000e-14, 0.000006, -0.638464
3.800000e-14, 0.000006, -0.664615
3.900000e-14, 0.000007, -0.691212
4.000000e-14, 0.000008, -0.718252
4.100000e-14, 0.000008, -0.745733
4.200000e-14, 0.000009, -0.773650
4.300000e-14, 0.000010, -0.802000
4.400000e-14, 0.000011, -0.830781
4.500000e-14, 0.000012, -0.859987
4.600000e-14, 0.000012, -0.889615
4.700000e-14, 0.000013, -0.919662
4.800000e-14, 0.000014, -0.950122
4.900000e-14, 0.000015, -0.980992
5.000000e-14, 0.000016, -1.012267
5.100000e-14, 0.000017, -1.043943
5.200000e-14, 0.000018, -1.076015
5.300000e-14, 0.000019, -1.108477
5.400000e-14, 0.000020, -1.141326
5.500000e-14, 0.000021, -1.174556
5.600000e-14, 0.000022, -1.208161
5.700000e-14, 0.000024, -1.242137
5.800000e-14, 0.000025, -1.276477
5.900000e-14, 0.000026, -1.311177
6.000000e-14, 0.000027, -1.346231
6.100000e-14, 0.000028, -1.381632
6.200000e-14, 0.000030, -1.417374
6.300000e-14, 0.000031, -1.453452
6.400000e-14, 0.000032, -1.489860
6.500000e-14, 0.000034, -1.526590
6.600000e-14, 0.000035, -1.563637
6.700000e-14, 0.000036, -1.600994
6.800000e-14, 0.000038, -1.638654
6.900000e-14, 0.000039, -1.676610
7.000000e-14, 0.000041, -1.714856
7.100000e-14, 0.000042, -1.753385
7.200000e-14, 0.000043, -1.792190
7.300000e-14, 0.000045, -1.831263
7.400000e-14, 0.000046, -1.870597
7.500000e-14, 0.000048, -1.910184
7.600000e-14, 0.000049, -1.950019
7.700000e-14, 0.000051, -1.990092
7.800000e-14, 0.000053, -2.030396
7.900000e-14, 0.000054, -2.070925
8.000000e-14, 0.000056, -2.111669
8.100000e-14, 0.000057, -2.152621
8.200000e-14, 0.000059, -2.193774
8.300000e-14, 0.000060, -2.235119
8.400000e-14, 0.000062, -2.276648
8.500000e-14, 0.000064, -2.318354
8.600000e-14, 0.000065, -2.360229
8.700000e-14, 0.000067, -2.402263
8.800000e-14, 0.000069, -2.444450
8.900000e-14, 0.000070, -2.486781
9.000000e-14, 0.000072, -2.529248
9.100000e-14, 0.000074, -2.571842
9.200000e-14, 0.000075, -2.614556
9.300000e-14, 0.000077, -2.657381
9.400000e-14, 0.000078, -2.700308
9.500000e-14, 0.000080, -2.743331
9.600000e-14, 0.000082, -2.786440
9.700000e-14, 0.000083, -2.829627
9.800000e-14, 0.000085, -2.872883
9.900000e-14, 0.000087, -2.916202
1.000000e-13, 0.000088, -2.959574
1.010000e-13, 0.000090, -3.002992
1.020000e-13, 0.000091, -3.046446
1.030000e-13, 0.000093, -3.089930
1.040000e-13, 0.000095, -3.133435
1.050000e-13, 0.000096, -3.176953
1.060000e-13, 0.000098, -3.220476
1.070000e-13, 0.000099, -3.263997
1.080000e-13, 0.000101, -3.307506
1.090000e-13, 0.000102, -3.350998
1.100000e-13, 0.000104, -3.394463
1.110000e-13, 0.000105, -3.437895
1.120000e-13, 0.000107, -3.481285
1.130000e-13, 0.000108, -3.524627
1.140000e-13, 0.000110, -3.567913
1.150000e-13, 0.000111, -3.611136
1.160000e-13, 0.000112, -3.654289
1.170000e-13, 0.000114, -3.697364
1.180000e-13, 0.000115, -3.740355
1.190000e-13, 0.000116, -3.783255
1.200000e-13, 0.000118, -3.826057
1.210000e-13, 0.000119, -3.868755
1.220000e-13, 0.000120, -3.911343
1.230000e-13, 0.000121, -3.953814
1.240000e-13, 0.000123, -3.996162
1.250000e-13, 0.000124, -4.038381
1.260000e-13, 0.000125, -4.080466
1.270000e-13, 0.000126, -4.122410
1.280000e-13, 0.000127, -4.164208
1.290000e-13, 0.000128, -4.205856
1.300000e-13, 0.000129, -4.247347
1.310000e-13, 0.000130, -4.288677
1.320000e-13, 0.000131, -4.329841
1.330000e-13, 0.000132, -4.370834
1.340000e-13, 0.000132, -4.411652
1.350000e-13, 0.000133, -4.452292
1.360000e-13, 0.000134, -4.492747
1.370000e-13, 0.000135, -4.533016
1.380000e-13, 0.000135, -4.573094
1.390000e-13, 0.000136, -4.612978
1.400000e-13, 0.000136, -4.652665
1.410000e-13, 0.000137, -4.692151
1.420000e-13, 0.000138, -4.731433
1.430000e-13, 0.000138, -4.770510
1.440000e-13, 0.000138, -4.809379
1.450000e-13, 0.000139, -4.848037
1.460000e-13, 0.000139, -4.886482
1.470000e-13, 0.000139, -4.924714
1.480000e-13, 0.000140, -4.962729
1.490000e-13, 0.000140, -5.000528
1.500000e-13, 0.000140, -5.038108
1.510000e-13, 0.000140, -5.075469
1.520000e-13, 0.000140, -5.112611
1.530000e-13, 0.000140, -5.149532
1.540000e-13, 0.000140, -5.186233
1.550000e-13, 0.000140, -5.222714
1.560000e-13, 0.000140, -5.258975
1.570000e-13, 0.000140, -5.295016
1.580000e-13, 0.000140, -5.330838
1.590000e-13, 0.000140, -5.366442
1.600000e-13, 0.000139, -5.401829
1.610000e-13, 0.000139, -5.437000
1.620000e-13, 0.000139, -5.471957
1.630000e-13, 0.000139, -5.506702
1.640000e-13, 0.000138, -5.541237
1.650000e-13, 0.000138, -5.575563
1.660000e-13, 0.000137, -5.609683
1.670000e-13, 0.000137, -5.643600
1.680000e-13, 0.000136, -5.677317
1.690000e-13, 0.000136, -5.710836
1.700000e-13, 0.000135, -5.744160
1.710000e-13, 0.000134, -5.777294
1.720000e-13, 0.000134, -5.810239
1.730000e-13, 0.000133, -5.843002
1.740000e-13, 0.000132, -5.875584
1.750000e-13, 0.000131, -5.907990
1.760000e-13, 0.000131, -5.940225
1.770000e-13, 0.000130, -5.972293
1.780000e-13, 0.000129, -6.004198
1.790000e-13, 0.000128, -6.035945
1.800000e-13, 0.000127, -6.067539
1.810000e-13, 0.000126, -6.098986
1.820000e-13, 0.000125, -6.130289
1.830000e-13, 0.000124, -6.161455
1.840000e-13, 0.000123, -6.192488
1.850000e-13, 0.000122, -6.223395
1.860000e-13, 0.000121, -6.254181
1.870000e-13, 0.000120, -6.284852
1.880000e-13, 0.000119, -6.315413
1.890000e-13, 0.000118, -6.345871
1.900000e-13, 0.000117, -6.376232
1.910000e-13, 0.000116, -6.406501
1.920000e-13, 0.000115, -6.436685
1.930000e-13, 0.000114, -6.466790
