0.000000e+00, 0.000000e+00, 2.000000e-11, 3.900000e-10, 3.400000e-10, 1.700000e-10, 3.600000e-10, -2.100000e-10, -2.000000e-11, -4.000000e-10, -3.500000e-10, -1.600000e-10, -3.100000e-10, 2.100000e-10, 
-3.000000e-13, -2.000000e-13, 2.050000e-11, 3.891000e-10, 3.393000e-10, 1.694000e-10, 3.609000e-10, -2.096000e-10, -1.920000e-11, -3.991000e-10, -3.504000e-10, -1.590000e-10, -3.108000e-10, 2.094000e-10, 
-5.800356e-13, -4.242849e-13, 2.101304e-11, 3.881908e-10, 3.385952e-10, 1.688057e-10, 3.617676e-10, -2.092014e-10, -1.839636e-11, -3.981664e-10, -3.507847e-10, -1.580243e-10, -3.116148e-10, 2.088203e-10, 
-8.405574e-13, -6.728089e-13, 2.153673e-11, 3.872726e-10, 3.378872e-10, 1.682181e-10, 3.626029e-10, -2.088056e-10, -1.758932e-11, -3.971995e-10, -3.511546e-10, -1.570769e-10, -3.124422e-10, 2.082653e-10, 
-1.082140e-12, -9.454238e-13, 2.206867e-11, 3.863458e-10, 3.371776e-10, 1.676381e-10, 3.634058e-10, -2.084139e-10, -1.677908e-11, -3.961998e-10, -3.515105e-10, -1.561619e-10, -3.132798e-10, 2.077394e-10, 
-1.305478e-12, -1.241873e-12, 2.260643e-11, 3.854109e-10, 3.364681e-10, 1.670666e-10, 3.641765e-10, -2.080277e-10, -1.596585e-11, -3.951679e-10, -3.518529e-10, -1.552835e-10, -3.141254e-10, 2.072472e-10, 
-1.511384e-12, -1.561786e-12, 2.314760e-11, 3.844683e-10, 3.357605e-10, 1.665047e-10, 3.649151e-10, -2.076484e-10, -1.514979e-11, -3.941045e-10, -3.521825e-10, -1.544461e-10, -3.149767e-10, 2.067932e-10, 
-1.700778e-12, -1.904668e-12, 2.368970e-11, 3.835187e-10, 3.350569e-10, 1.659531e-10, 3.656215e-10, -2.072775e-10, -1.433106e-11, -3.930102e-10, -3.525001e-10, -1.536543e-10, -3.158313e-10, 2.063819e-10, 
-1.874688e-12, -2.269893e-12, 2.423028e-11, 3.825630e-10, 3.343591e-10, 1.654129e-10, 3.662961e-10, -2.069165e-10, -1.350982e-11, -3.918861e-10, -3.528062e-10, -1.529126e-10, -3.166870e-10, 2.060180e-10, 
-2.034235e-12, -2.656693e-12, 2.476684e-11, 3.816020e-10, 3.336695e-10, 1.648847e-10, 3.669388e-10, -2.065668e-10, -1.268619e-11, -3.907331e-10, -3.531017e-10, -1.522254e-10, -3.175414e-10, 2.057056e-10, 
-2.180630e-12, -3.064144e-12, 2.529687e-11, 3.806368e-10, 3.329902e-10, 1.643694e-10, 3.675498e-10, -2.062301e-10, -1.186029e-11, -3.895525e-10, -3.533870e-10, -1.515972e-10, -3.183926e-10, 2.054491e-10, 
-2.315159e-12, -3.491154e-12, 2.581783e-11, 3.796685e-10, 3.323236e-10, 1.638678e-10, 3.681294e-10, -2.059077e-10, -1.103225e-11, -3.883457e-10, -3.536629e-10, -1.510322e-10, -3.192382e-10, 2.052521e-10, 
-2.439178e-12, -3.936447e-12, 2.632717e-11, 3.786984e-10, 3.316721e-10, 1.633804e-10, 3.686777e-10, -2.056013e-10, -1.020216e-11, -3.871141e-10, -3.539298e-10, -1.505342e-10, -3.200764e-10, 2.051184e-10, 
-2.554095e-12, -4.398541e-12, 2.682229e-11, 3.777279e-10, 3.310383e-10, 1.629078e-10, 3.691949e-10, -2.053123e-10, -9.370141e-12, -3.858596e-10, -3.541883e-10, -1.501070e-10, -3.209051e-10, 2.050507e-10, 
-2.661364e-12, -4.875733e-12, 2.730059e-11, 3.767586e-10, 3.304247e-10, 1.624505e-10, 3.696811e-10, -2.050423e-10, -8.536278e-12, -3.845842e-10, -3.544389e-10, -1.497534e-10, -3.217226e-10, 2.050518e-10, 
-2.762464e-12, -5.366072e-12, 2.775941e-11, 3.757919e-10, 3.298342e-10, 1.620088e-10, 3.701367e-10, -2.047926e-10, -7.700668e-12, -3.832901e-10, -3.546817e-10, -1.494762e-10, -3.225271e-10, 2.051233e-10, 
-2.858894e-12, -5.867339e-12, 2.819610e-11, 3.748297e-10, 3.292693e-10, 1.615831e-10, 3.705618e-10, -2.045647e-10, -6.863401e-12, -3.819798e-10, -3.549172e-10, -1.492772e-10, -3.233172e-10, 2.052666e-10, 
-2.952152e-12, -6.377019e-12, 2.860799e-11, 3.738737e-10, 3.287329e-10, 1.611735e-10, 3.709567e-10, -2.043600e-10, -6.024564e-12, -3.806563e-10, -3.551454e-10, -1.491577e-10, -3.240913e-10, 2.054820e-10, 
-3.043727e-12, -6.892274e-12, 2.899239e-11, 3.729259e-10, 3.282278e-10, 1.607800e-10, 3.713216e-10, -2.041798e-10, -5.184242e-12, -3.793226e-10, -3.553664e-10, -1.491182e-10, -3.248483e-10, 2.057694e-10, 
-3.135082e-12, -7.409920e-12, 2.934664e-11, 3.719881e-10, 3.277566e-10, 1.604026e-10, 3.716569e-10, -2.040253e-10, -4.342514e-12, -3.779824e-10, -3.555802e-10, -1.491584e-10, -3.255869e-10, 2.061276e-10, 
-3.227643e-12, -7.926398e-12, 2.966808e-11, 3.710623e-10, 3.273222e-10, 1.600411e-10, 3.719627e-10, -2.038977e-10, -3.499459e-12, -3.766395e-10, -3.557867e-10, -1.492775e-10, -3.263062e-10, 2.065548e-10, 
-3.322789e-12, -8.437755e-12, 2.995412e-11, 3.701506e-10, 3.269272e-10, 1.596953e-10, 3.722393e-10, -2.037982e-10, -2.655147e-12, -3.752982e-10, -3.559856e-10, -1.494737e-10, -3.270053e-10, 2.070488e-10, 
-3.421838e-12, -8.939622e-12, 3.020220e-11, 3.692551e-10, 3.265742e-10, 1.593649e-10, 3.724870e-10, -2.037276e-10, -1.809645e-12, -3.739633e-10, -3.561766e-10, -1.497448e-10, -3.276835e-10, 2.076062e-10, 
-3.526047e-12, -9.427208e-12, 3.040990e-11, 3.683777e-10, 3.262656e-10, 1.590494e-10, 3.727061e-10, -2.036869e-10, -9.630136e-13, -3.726399e-10, -3.563595e-10, -1.500877e-10, -3.283402e-10, 2.082237e-10, 
-3.636597e-12, -9.895290e-12, 3.057488e-11, 3.675204e-10, 3.260037e-10, 1.587484e-10, 3.728969e-10, -2.036771e-10, -1.153028e-13, -3.713337e-10, -3.565337e-10, -1.504991e-10, -3.289749e-10, 2.088969e-10, 
-3.754598e-12, -1.033823e-11, 3.069497e-11, 3.666853e-10, 3.257905e-10, 1.584614e-10, 3.730597e-10, -2.036987e-10, 7.334455e-13, -3.700505e-10, -3.566989e-10, -1.509751e-10, -3.295872e-10, 2.096216e-10, 
-3.881082e-12, -1.075000e-11, 3.076820e-11, 3.658741e-10, 3.256279e-10, 1.581879e-10, 3.731948e-10, -2.037523e-10, 1.583200e-12, -3.687968e-10, -3.568546e-10, -1.515115e-10, -3.301768e-10, 2.103929e-10, 
-4.017008e-12, -1.112422e-11, 3.079280e-11, 3.650888e-10, 3.255174e-10, 1.579274e-10, 3.733025e-10, -2.038386e-10, 2.433942e-12, -3.675794e-10, -3.570001e-10, -1.521038e-10, -3.307437e-10, 2.112060e-10, 
-4.163263e-12, -1.145424e-11, 3.076727e-11, 3.643310e-10, 3.254604e-10, 1.576793e-10, 3.733832e-10, -2.039578e-10, 3.285662e-12, -3.664051e-10, -3.571351e-10, -1.527474e-10, -3.312876e-10, 2.120560e-10, 
-4.320665e-12, -1.173321e-11, 3.069039e-11, 3.636023e-10, 3.254578e-10, 1.574434e-10, 3.734372e-10, -2.041102e-10, 4.138360e-12, -3.652812e-10, -3.572588e-10, -1.534378e-10, -3.318085e-10, 2.129379e-10, 
-4.489976e-12, -1.195423e-11, 3.056125e-11, 3.629042e-10, 3.255101e-10, 1.572192e-10, 3.734650e-10, -2.042961e-10, 4.992042e-12, -3.642149e-10, -3.573708e-10, -1.541704e-10, -3.323065e-10, 2.138469e-10, 
-4.671898e-12, -1.211048e-11, 3.037931e-11, 3.622380e-10, 3.256176e-10, 1.570064e-10, 3.734667e-10, -2.045154e-10, 5.846717e-12, -3.632132e-10, -3.574705e-10, -1.549405e-10, -3.327817e-10, 2.147782e-10, 
-4.867084e-12, -1.219537e-11, 3.014438e-11, 3.616048e-10, 3.257801e-10, 1.568049e-10, 3.734430e-10, -2.047680e-10, 6.702383e-12, -3.622832e-10, -3.575573e-10, -1.557439e-10, -3.332343e-10, 2.157272e-10, 
-5.076143e-12, -1.220281e-11, 2.985663e-11, 3.610058e-10, 3.259973e-10, 1.566145e-10, 3.733942e-10, -2.050537e-10, 7.559024e-12, -3.614312e-10, -3.576307e-10, -1.565763e-10, -3.336646e-10, 2.166898e-10, 
-5.299636e-12, -1.212732e-11, 2.951665e-11, 3.604419e-10, 3.262680e-10, 1.564355e-10, 3.733209e-10, -2.053722e-10, 8.416595e-12, -3.606631e-10, -3.576901e-10, -1.574338e-10, -3.340728e-10, 2.176616e-10, 
-5.538081e-12, -1.196433e-11, 2.912540e-11, 3.599141e-10, 3.265913e-10, 1.562678e-10, 3.732234e-10, -2.057230e-10, 9.275001e-12, -3.599838e-10, -3.577349e-10, -1.583125e-10, -3.344593e-10, 2.186390e-10, 
-5.791948e-12, -1.171037e-11, 2.868423e-11, 3.594231e-10, 3.269654e-10, 1.561117e-10, 3.731023e-10, -2.061055e-10, 1.013409e-11, -3.593975e-10, -3.577647e-10, -1.592089e-10, -3.348245e-10, 2.196184e-10, 
-6.061650e-12, -1.136321e-11, 2.819486e-11, 3.589698e-10, 3.273884e-10, 1.559675e-10, 3.729582e-10, -2.065190e-10, 1.099362e-11, -3.589069e-10, -3.577788e-10, -1.601199e-10, -3.351690e-10, 2.205965e-10, 
-6.347541e-12, -1.092208e-11, 2.765936e-11, 3.585550e-10, 3.278584e-10, 1.558356e-10, 3.727917e-10, -2.069628e-10, 1.185327e-11, -3.585138e-10, -3.577768e-10, -1.610423e-10, -3.354933e-10, 2.215702e-10, 
-6.649900e-12, -1.038775e-11, 2.708014e-11, 3.581796e-10, 3.283727e-10, 1.557164e-10, 3.726035e-10, -2.074357e-10, 1.271256e-11, -3.582184e-10, -3.577581e-10, -1.619734e-10, -3.357980e-10, 2.225368e-10, 
-6.968927e-12, -9.762573e-12, 2.645991e-11, 3.578446e-10, 3.289287e-10, 1.556104e-10, 3.723943e-10, -2.079368e-10, 1.357092e-11, -3.580198e-10, -3.577223e-10, -1.629106e-10, -3.360838e-10, 2.234937e-10, 
-7.304731e-12, -9.050495e-12, 2.580164e-11, 3.575510e-10, 3.295238e-10, 1.555180e-10, 3.721648e-10, -2.084647e-10, 1.442761e-11, -3.579158e-10, -3.576687e-10, -1.638517e-10, -3.363516e-10, 2.244386e-10, 
-7.657324e-12, -8.256983e-12, 2.510854e-11, 3.573002e-10, 3.301548e-10, 1.554396e-10, 3.719158e-10, -2.090183e-10, 1.528172e-11, -3.579029e-10, -3.575970e-10, -1.647945e-10, -3.366020e-10, 2.253694e-10, 
-8.026615e-12, -7.388901e-12, 2.438404e-11, 3.570938e-10, 3.308187e-10, 1.553757e-10, 3.716483e-10, -2.095960e-10, 1.613222e-11, -3.579769e-10, -3.575066e-10, -1.657372e-10, -3.368361e-10, 2.262843e-10, 
-8.412411e-12, -6.454348e-12, 2.363172e-11, 3.569334e-10, 3.315124e-10, 1.553266e-10, 3.713631e-10, -2.101962e-10, 1.697787e-11, -3.581325e-10, -3.573971e-10, -1.666779e-10, -3.370548e-10, 2.271814e-10, 
-8.814414e-12, -5.462456e-12, 2.285530e-11, 3.568211e-10, 3.322327e-10, 1.552924e-10, 3.710614e-10, -2.108174e-10, 1.781731e-11, -3.583640e-10, -3.572680e-10, -1.676152e-10, -3.372592e-10, 2.280591e-10, 
